ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
FIVE,8867,0.217,6.555,-0.063,-0.009,0.359,-0.264,0.631,0.555,1.559,-1.877,-0.28,-0.227,0.142,-0.482,0.413,0.337,1.342,2
FIVN,8867,-0.598,8.211,0.071,-0.782,-0.903,-0.419,-0.656,-0.356,-2.39,-2.48,0.669,-0.185,-0.305,0.178,-0.058,0.242,-1.792,1
FIZZ,6647,-0.089,4.86,-0.644,0.066,0.189,-0.497,-0.178,-0.271,1.179,-2.246,-0.556,0.155,0.278,-0.408,-0.089,-0.182,1.267,2
FLEX,8867,0.837,6.516,0.641,0.891,0.658,0.863,1.205,1.396,-0.21,-0.861,-0.195,0.054,-0.179,0.027,0.369,0.559,-1.047,2
FLGT,6411,-0.689,8.099,0.0,-0.565,-1.23,-1.73,-0.265,-2.131,0.638,-6.094,0.689,0.124,-0.541,-1.041,0.425,-1.442,1.327,3
FLNC,7958,-1.094,13.837,0.411,-0.647,-1.988,-0.675,0.33,-1.092,-0.127,-2.765,1.505,0.446,-0.894,0.419,1.423,0.001,0.967,3
FLYW,8743,0.087,8.166,1.217,-0.137,0.39,-0.116,0.119,-0.273,0.697,-1.48,1.131,-0.223,0.304,-0.202,0.032,-0.359,0.611,2
FNKO,4900,0.173,10.753,1.011,-0.234,0.553,0.818,1.058,1.549,-0.219,0.0,0.838,-0.407,0.38,0.645,0.884,1.376,-0.393,1
FNV,8867,0.435,4.317,0.436,0.361,0.115,0.519,0.395,1.341,0.149,-2.329,0.001,-0.074,-0.32,0.084,-0.04,0.906,-0.287,2
FORM,8723,0.518,7.817,1.025,1.382,0.886,0.36,2.197,-0.009,0.552,-1.356,0.507,0.863,0.368,-0.159,1.678,-0.527,0.034,3
FOX,8867,0.404,3.83,0.462,0.542,0.548,0.112,0.535,0.704,0.655,0.84,0.058,0.138,0.144,-0.292,0.131,0.3,0.251,2
FOXA,8867,0.381,3.94,0.663,0.546,0.465,0.168,0.669,0.213,1.815,-2.32,0.282,0.164,0.084,-0.213,0.288,-0.168,1.434,2
FOXF,8651,-0.474,7.129,0.497,-0.399,-0.854,-0.346,0.483,-0.646,-0.244,-6.789,0.971,0.074,-0.38,0.128,0.957,-0.172,0.23,3
FRHC,6699,0.419,6.174,0.426,0.436,0.66,0.716,0.074,0.044,-0.073,-1.314,0.007,0.018,0.241,0.297,-0.344,-0.375,-0.492,2
FRME,6555,-0.323,4.918,0.05,-0.391,-0.338,-0.737,0.282,-0.506,-0.166,-2.451,0.372,-0.069,-0.016,-0.414,0.605,-0.183,0.157,2
FROG,8825,0.271,7.946,0.549,0.376,0.55,0.347,0.283,-0.339,0.52,-2.26,0.279,0.105,0.28,0.076,0.012,-0.61,0.249,2
FRPT,8867,0.034,7.395,-0.702,0.324,-0.136,-0.351,-0.479,0.538,-1.567,-0.758,-0.736,0.29,-0.17,-0.385,-0.513,0.504,-1.601,2
FRSH,8472,-0.463,7.917,1.337,0.0,-0.683,-1.138,0.861,-2.432,0.266,-2.616,1.8,0.463,-0.22,-0.675,1.325,-1.969,0.729,3
FRT,8867,0.078,3.154,0.511,0.281,0.0,-0.036,0.4,-0.103,0.46,-1.127,0.432,0.203,-0.078,-0.114,0.322,-0.181,0.382,2
FSLR,8867,0.11,7.983,1.603,0.178,0.054,0.278,0.671,1.065,1.42,-0.271,1.493,0.068,-0.056,0.168,0.561,0.955,1.31,2
FSLY,8859,-0.352,11.859,-0.472,0.097,-0.274,-0.457,-0.324,-1.244,-3.333,-1.0,-0.12,0.449,0.078,-0.105,0.028,-0.892,-2.981,3
FSV,7557,0.036,3.697,0.147,0.18,0.119,-0.148,0.351,-0.255,-0.647,-3.559,0.11,0.144,0.082,-0.184,0.315,-0.291,-0.684,2
FTAI,8510,1.422,7.896,1.688,1.815,1.599,1.254,1.744,0.439,2.021,-6.485,0.266,0.393,0.177,-0.168,0.323,-0.983,0.599,0
FTDR,8848,0.204,5.751,-0.033,0.096,0.258,0.46,0.058,0.616,0.701,-2.233,-0.237,-0.109,0.054,0.255,-0.146,0.412,0.497,2
FTNT,8867,0.625,6.128,1.81,0.664,0.903,0.66,0.913,0.677,1.042,-1.075,1.185,0.039,0.278,0.036,0.288,0.052,0.417,2
FTRE,5138,-0.36,10.22,-2.032,0.188,-0.518,0.688,-0.685,0.943,-0.083,0.487,-1.673,0.548,-0.158,1.047,-0.325,1.303,0.276,1
FULC,3721,-1.2,18.138,-5.117,-2.625,-1.801,0.977,-3.31,-0.436,0.0,-2.695,-3.917,-1.426,-0.601,2.177,-2.11,0.763,1.2,1
FULT,8828,0.069,4.404,0.051,-0.155,0.061,0.0,0.154,0.0,0.042,-0.981,-0.018,-0.224,-0.008,-0.069,0.084,-0.069,-0.028,2
FWONA,6362,0.415,4.454,1.023,0.169,0.395,0.362,0.681,-0.129,-0.169,-2.077,0.609,-0.245,-0.02,-0.053,0.266,-0.543,-0.584,2
FWONK,8867,0.356,3.632,0.574,0.083,0.15,0.224,0.798,0.085,-0.251,-1.041,0.217,-0.273,-0.206,-0.132,0.442,-0.271,-0.607,2
FWRD,8424,-0.339,9.801,-1.428,-0.443,-0.595,-0.113,-0.87,-1.344,-0.202,-4.814,-1.088,-0.104,-0.256,0.226,-0.531,-1.005,0.137,0
FWRG,5906,-0.206,7.773,0.829,-0.244,0.156,0.262,0.159,0.388,-0.818,-7.241,1.035,-0.039,0.362,0.468,0.365,0.594,-0.612,1
GBDC,8574,0.068,2.411,0.065,0.213,0.198,0.073,0.186,0.441,0.231,-0.075,-0.003,0.146,0.131,0.006,0.118,0.373,0.164,2
GCT,5392,0.05,13.558,-1.222,0.52,0.735,0.535,0.167,0.043,0.509,0.723,-1.271,0.47,0.686,0.486,0.117,-0.006,0.459,0
GD,8867,0.306,2.775,0.841,0.638,0.258,0.079,0.904,0.536,0.259,0.979,0.535,0.332,-0.049,-0.227,0.598,0.23,-0.048,2
GDRX,5039,-0.968,10.386,-1.392,-0.894,-0.626,-0.493,-1.743,-0.032,-1.878,-1.104,-0.423,0.074,0.342,0.475,-0.775,0.936,-0.91,1
GDYN,6505,-0.442,9.744,-0.435,-0.477,0.172,-1.185,-0.781,-2.486,0.49,-3.121,0.007,-0.035,0.614,-0.744,-0.339,-2.044,0.931,0
GEHC,6220,0.049,4.451,0.624,0.321,-0.438,0.0,0.452,-0.143,-1.127,-1.519,0.576,0.272,-0.487,-0.049,0.403,-0.192,-1.176,2
GEN,6483,0.183,4.639,0.473,0.303,0.165,-0.08,0.017,-0.264,-0.09,-1.479,0.29,0.12,-0.017,-0.262,-0.166,-0.446,-0.272,2
GFS,8291,-0.105,7.438,-0.406,0.262,-0.265,0.0,0.086,-0.401,-0.131,-3.325,-0.301,0.366,-0.16,0.105,0.191,-0.296,-0.026,2
GH,8860,-0.128,9.844,-0.387,-0.638,-0.239,0.075,-0.76,0.022,-0.797,-6.689,-0.26,-0.51,-0.112,0.202,-0.633,0.15,-0.669,1
GIII,8444,0.457,6.824,0.378,0.935,0.982,0.69,0.875,0.783,-0.455,0.177,-0.079,0.478,0.525,0.233,0.417,0.325,-0.912,2
GILD,8867,0.191,3.304,0.051,-0.006,0.207,-0.071,0.199,-0.17,-0.26,-1.629,-0.139,-0.197,0.017,-0.262,0.008,-0.361,-0.451,2
GLBE,8867,0.226,8.803,1.145,1.01,0.095,-0.341,0.424,-0.266,-0.396,-2.101,0.92,0.784,-0.13,-0.567,0.198,-0.492,-0.622,3
GLNG,8811,0.24,5.443,1.346,0.131,-0.228,0.645,0.72,0.275,0.637,-1.691,1.106,-0.109,-0.468,0.405,0.48,0.035,0.397,2
GLPI,8867,0.021,2.735,0.385,0.158,-0.044,-0.039,0.261,-0.463,0.647,-0.853,0.363,0.136,-0.065,-0.061,0.239,-0.485,0.626,2
GLW,8867,0.408,5.525,-0.245,0.471,0.448,0.233,0.309,0.08,0.101,-0.198,-0.653,0.063,0.04,-0.175,-0.099,-0.328,-0.307,2
GM,8867,0.132,5.113,0.203,0.241,0.06,-0.197,0.404,-0.35,-0.151,0.136,0.071,0.109,-0.072,-0.329,0.272,-0.482,-0.283,2
GNTX,8867,-0.03,3.544,-0.428,0.148,0.142,-0.09,0.132,0.206,-0.262,-0.045,-0.398,0.177,0.172,-0.06,0.162,0.236,-0.232,2
GO,8867,-0.314,6.624,-0.204,-0.285,-0.091,-0.213,-0.176,-0.251,-0.357,-1.072,0.11,0.029,0.223,0.101,0.137,0.063,-0.043,2
GOGO,7104,-0.675,8.947,-1.378,-0.92,-0.118,-0.574,-1.39,-1.187,-1.112,-1.639,-0.703,-0.245,0.556,0.101,-0.715,-0.512,-0.437,0
GOLD,7874,-0.053,6.825,0.221,-0.635,0.218,0.275,0.515,-0.198,-0.714,-1.863,0.274,-0.582,0.271,0.327,0.568,-0.145,-0.661,2
GOOD,4381,-0.294,5.028,0.104,-0.179,-0.692,-0.298,-0.518,-0.989,-0.137,-2.134,0.398,0.115,-0.398,-0.004,-0.224,-0.695,0.157,2
GOOG,8867,0.474,4.321,0.994,0.684,0.254,0.53,0.952,0.995,0.487,-3.721,0.519,0.21,-0.221,0.055,0.477,0.521,0.013,2
GOOGL,8867,0.481,4.355,0.918,0.676,0.138,0.547,0.842,0.702,0.591,-1.134,0.437,0.196,-0.343,0.066,0.362,0.221,0.11,2
GPRE,8425,-0.48,7.598,0.53,0.0,-1.05,-1.097,0.095,0.344,-3.057,-4.023,1.01,0.48,-0.569,-0.616,0.575,0.825,-2.577,3
GRAL,3606,1.613,13.984,3.991,1.158,2.059,1.393,1.687,-1.32,8.144,-0.456,2.378,-0.455,0.445,-0.22,0.073,-2.933,6.531,0
GRPN,8190,-0.428,12.883,-1.385,-1.137,0.4,-1.105,-0.691,0.572,-1.945,-3.052,-0.957,-0.71,0.828,-0.677,-0.263,1.0,-1.518,1
GRRR,3146,-2.026,20.621,0.943,-1.784,-2.378,-2.227,0.06,-5.185,-5.887,-20.517,2.969,0.242,-0.352,-0.201,2.086,-3.159,-3.861,3
GS,8867,0.467,4.077,0.354,0.587,0.319,0.198,0.334,0.361,1.218,-1.201,-0.113,0.12,-0.148,-0.269,-0.133,-0.106,0.751,2
GSAT,7193,0.0,10.832,0.952,0.022,-0.262,0.049,1.226,0.262,1.102,-6.699,0.952,0.022,-0.262,0.049,1.226,0.262,1.102,3
GSHD,8585,-0.183,8.315,-0.347,0.367,0.35,-0.612,0.404,-1.202,-0.935,-4.473,-0.163,0.551,0.534,-0.429,0.588,-1.019,-0.752,0
GSM,3534,-0.595,9.915,-0.587,-0.639,0.398,-0.389,-1.389,-1.931,2.741,-0.977,0.008,-0.044,0.994,0.206,-0.794,-1.335,3.336,0
GT,8867,0.0,7.182,0.399,0.778,0.503,-0.414,0.354,-0.965,0.286,-4.419,0.399,0.778,0.503,-0.414,0.354,-0.965,0.286,0
GTLB,8361,-0.424,10.248,1.035,-0.977,-0.324,-0.242,-0.121,-0.606,-1.298,-4.896,1.46,-0.553,0.1,0.182,0.303,-0.182,-0.874,3
GTX,5557,0.57,6.465,1.169,0.431,0.533,0.157,1.053,0.799,0.669,0.021,0.599,-0.139,-0.036,-0.413,0.483,0.229,0.099,2
HAL,8867,0.323,5.837,0.519,0.487,0.099,0.245,0.413,0.337,-0.287,0.917,0.196,0.164,-0.224,-0.078,0.09,0.014,-0.61,2
HALO,8867,0.399,5.643,-0.423,0.167,0.406,0.693,-0.34,0.824,1.649,-0.232,-0.821,-0.231,0.007,0.295,-0.738,0.426,1.25,2
HAS,8867,0.116,4.581,0.834,0.11,-0.092,-0.144,0.77,-0.329,0.024,-0.814,0.718,-0.007,-0.209,-0.26,0.653,-0.445,-0.093,2
HBAN,8867,0.388,4.452,0.131,0.422,0.395,0.368,0.116,0.569,0.027,-2.498,-0.257,0.034,0.007,-0.02,-0.272,0.18,-0.361,2
HCSG,7020,-0.359,6.572,0.0,-0.032,-0.291,-0.813,0.551,0.763,-0.514,-2.343,0.359,0.327,0.068,-0.455,0.91,1.122,-0.155,2
HD,8867,0.17,3.378,-0.124,0.238,0.354,0.106,-0.033,-0.23,0.95,-1.37,-0.295,0.068,0.184,-0.064,-0.203,-0.4,0.78,2
HDSN,3618,0.671,10.203,0.044,1.702,1.01,0.404,1.645,-1.01,-2.29,-3.432,-0.627,1.031,0.339,-0.267,0.973,-1.681,-2.961,3
HELE,8822,-0.504,7.286,-0.297,-0.432,-0.377,-0.452,-0.082,-0.169,-1.372,-3.997,0.206,0.071,0.127,0.051,0.422,0.334,-0.869,2
HFWA,3453,0.312,6.945,0.269,0.356,0.034,0.039,1.071,-3.493,-0.291,-8.425,-0.043,0.044,-0.278,-0.272,0.759,-3.805,-0.603,3
HLIT,7976,0.0,7.142,-0.077,0.163,-0.092,0.089,0.849,0.523,-1.183,-4.107,-0.077,0.163,-0.092,0.089,0.849,0.523,-1.183,2
HLMN,8006,-0.27,5.718,-0.107,-0.21,-0.501,-0.365,0.423,-0.307,-0.378,-3.307,0.163,0.059,-0.231,-0.095,0.693,-0.037,-0.109,2
HLNE,8590,0.368,5.328,-0.094,0.4,0.215,0.404,0.303,0.568,-0.554,-3.226,-0.462,0.031,-0.153,0.036,-0.065,0.199,-0.923,2
HMC,8867,0.037,3.646,0.188,0.117,-0.163,0.058,0.287,0.198,0.251,-1.995,0.151,0.081,-0.2,0.021,0.25,0.161,0.214,2
HNRG,3644,0.709,13.965,2.624,0.934,1.861,0.029,-1.687,0.944,0.267,-3.652,1.915,0.225,1.152,-0.68,-2.396,0.235,-0.442,0
HON,8867,0.124,4.411,0.32,0.097,0.177,0.254,0.511,0.234,0.302,-0.455,0.196,-0.026,0.054,0.131,0.387,0.11,0.179,2
HOOD,8739,0.45,9.826,-0.264,-0.078,0.078,0.595,-1.311,0.518,0.469,-4.512,-0.714,-0.529,-0.372,0.144,-1.762,0.068,0.019,1
HOPE,7495,-0.185,4.699,-0.306,-0.207,-0.342,-0.287,-0.031,0.524,-0.748,-0.989,-0.121,-0.022,-0.156,-0.101,0.154,0.709,-0.563,2
HPK,4327,-0.585,12.781,1.363,0.407,-1.119,-0.926,1.49,0.063,0.893,-7.882,1.948,0.992,-0.534,-0.341,2.076,0.648,1.478,3
HQY,8867,0.562,5.225,1.251,0.745,0.296,0.274,0.965,0.596,-0.575,-0.949,0.689,0.183,-0.266,-0.288,0.403,0.034,-1.137,2
HRMY,8684,0.21,6.864,0.172,0.488,0.121,0.337,0.016,0.587,0.154,-1.378,-0.038,0.278,-0.089,0.127,-0.194,0.377,-0.056,2
HROW,5636,1.129,12.258,0.779,0.986,2.182,0.37,0.923,-0.742,1.529,-3.465,-0.351,-0.143,1.052,-0.759,-0.206,-1.872,0.399,0
HRZN,3010,-1.057,6.82,-0.352,-1.019,-1.719,-0.877,-0.104,-2.724,-2.58,-3.086,0.704,0.038,-0.662,0.18,0.952,-1.667,-1.523,3
HSAI,3716,-0.543,13.735,-0.485,-1.613,-0.545,-0.787,-0.725,-2.77,2.121,-5.898,0.058,-1.07,-0.002,-0.244,-0.182,-2.227,2.664,0
HSIC,8867,0.013,3.538,0.506,0.093,0.297,-0.276,0.52,-0.193,-0.121,-0.296,0.494,0.08,0.284,-0.288,0.507,-0.206,-0.134,2
HST,8867,0.217,4.201,0.547,0.294,0.219,0.214,0.276,0.251,0.26,-2.572,0.33,0.076,0.001,-0.004,0.059,0.034,0.043,2
HTLD,4060,-0.534,6.851,-0.984,-0.356,-0.607,0.0,-1.048,-0.997,-1.899,-6.506,-0.45,0.179,-0.073,0.534,-0.514,-0.462,-1.364,1
HTZ,6156,-0.616,9.411,-0.36,0.2,-0.623,-0.688,-0.192,-1.369,0.588,-7.216,0.256,0.816,-0.006,-0.072,0.424,-0.752,1.204,0
HUBG,8630,0.228,4.868,0.491,0.304,0.32,0.323,0.301,-0.314,-0.204,-2.801,0.263,0.076,0.092,0.095,0.073,-0.542,-0.432,2
HUBS,8867,0.312,7.504,0.85,0.782,0.579,0.153,0.291,-0.314,0.078,-1.66,0.538,0.47,0.267,-0.159,-0.021,-0.626,-0.234,2
HUM,8867,0.13,5.56,0.56,-0.227,0.045,0.163,0.453,0.239,-0.289,-1.466,0.431,-0.357,-0.085,0.033,0.323,0.109,-0.419,2
HURN,7080,0.645,5.695,2.016,1.11,0.831,0.572,1.271,0.133,-0.332,-5.043,1.371,0.465,0.185,-0.074,0.626,-0.512,-0.977,3
HUT,8727,0.0,15.355,0.163,-0.774,-0.37,1.158,-1.341,0.0,-1.836,-7.996,0.163,-0.774,-0.37,1.158,-1.341,0.0,-1.836,1
HWC,8834,0.339,4.586,0.322,0.473,0.387,0.227,0.403,0.369,-0.462,-1.029,-0.017,0.134,0.048,-0.112,0.064,0.03,-0.801,2
HWKN,4591,1.19,6.895,0.918,1.654,1.288,0.827,0.909,1.406,1.118,-0.445,-0.272,0.463,0.097,-0.363,-0.281,0.215,-0.072,2
IAC,8615,-0.012,5.531,-0.328,0.346,-0.251,-0.087,0.04,-0.288,-0.333,-1.879,-0.316,0.358,-0.239,-0.075,0.052,-0.276,-0.321,2
IART,8693,-0.25,6.792,0.043,-0.337,-0.172,-0.494,0.138,-0.333,-0.11,-2.92,0.294,-0.086,0.079,-0.244,0.389,-0.083,0.141,2
IBKR,8867,0.788,4.773,0.562,0.679,1.171,0.635,0.467,0.288,0.641,-3.232,-0.226,-0.109,0.383,-0.153,-0.321,-0.5,-0.147,2
IBOC,7407,0.218,4.18,0.216,0.513,0.549,-0.105,0.306,-0.42,0.794,-2.089,-0.002,0.295,0.33,-0.324,0.088,-0.638,0.576,2
IBRX,3467,-1.652,12.888,-1.326,0.0,-0.609,-2.727,-0.748,-1.126,1.509,-4.396,0.326,1.652,1.043,-1.076,0.903,0.526,3.161,0
ICE,8867,0.259,3.18,-0.038,0.316,0.266,0.216,0.198,-0.175,0.316,0.494,-0.297,0.057,0.007,-0.043,-0.061,-0.433,0.057,2
ICFI,7038,0.142,5.171,0.394,-0.118,0.496,0.324,-0.078,-0.285,1.055,-3.049,0.252,-0.26,0.354,0.183,-0.22,-0.427,0.913,2
ICHR,6761,-0.166,10.99,0.315,0.021,-0.658,0.32,0.525,-0.765,-0.281,-9.159,0.481,0.187,-0.492,0.487,0.692,-0.598,-0.115,3
ICLR,8867,0.196,6.503,0.389,0.325,0.601,0.018,0.365,-0.215,0.424,-2.261,0.193,0.129,0.405,-0.178,0.169,-0.411,0.229,2
ICUI,8805,-0.108,5.551,0.148,0.224,-0.079,-0.282,0.335,-0.908,-0.885,-4.017,0.256,0.331,0.029,-0.174,0.443,-0.8,-0.777,2
IDCC,8440,0.326,5.288,-0.149,0.164,0.117,0.26,0.434,0.155,-0.698,-3.689,-0.474,-0.162,-0.208,-0.066,0.108,-0.171,-1.024,2
IDXX,8867,-0.173,4.684,0.265,0.025,-0.186,-0.041,-0.04,0.259,-0.533,-5.292,0.437,0.198,-0.013,0.132,0.132,0.432,-0.361,2
IDYA,7360,0.186,8.118,0.313,0.404,-0.166,-0.504,0.759,0.273,0.017,-2.359,0.128,0.219,-0.352,-0.689,0.573,0.088,-0.169,2
IEP,8293,-0.117,6.596,-0.02,-0.128,-0.295,-0.201,-0.123,-0.379,-0.443,-6.337,0.097,-0.011,-0.178,-0.084,-0.006,-0.262,-0.327,2
IESC,4756,2.483,10.545,1.744,2.631,3.378,3.076,1.905,1.345,2.791,-1.311,-0.739,0.148,0.896,0.593,-0.577,-1.138,0.309,0
IIIV,4196,-0.084,7.797,-0.625,0.581,0.274,-0.219,-0.142,0.541,-0.945,-4.231,-0.541,0.664,0.357,-0.135,-0.058,0.625,-0.861,2
ILMN,8867,-0.198,6.23,-0.013,0.53,-0.165,-0.661,0.29,-0.342,0.47,-6.644,0.185,0.728,0.032,-0.463,0.487,-0.144,0.667,0
IMKTA,6178,0.336,4.376,0.967,0.355,0.125,0.149,0.74,-0.244,0.454,-0.192,0.63,0.018,-0.211,-0.187,0.403,-0.58,0.118,2
IMMR,3253,-0.348,9.174,0.623,-0.229,0.0,-0.466,0.0,0.81,-2.307,-1.229,0.971,0.119,0.348,-0.118,0.348,1.158,-1.959,2
IMNM,4371,0.298,13.614,-0.689,0.0,-0.367,-0.308,-0.969,-1.74,-2.468,-10.38,-0.987,-0.298,-0.665,-0.606,-1.268,-2.038,-2.766,0
IMVT,7390,0.157,9.194,0.405,0.5,0.163,-0.114,0.309,-1.507,2.617,-1.714,0.249,0.344,0.006,-0.27,0.153,-1.664,2.461,0
IMXI,4929,0.127,8.226,0.098,0.208,0.368,-0.432,-1.013,-0.391,1.151,-0.783,-0.029,0.081,0.241,-0.558,-1.14,-0.518,1.024,0
INBX,5361,-0.505,15.964,0.228,-0.68,-1.027,-1.295,0.843,0.343,-0.484,-2.228,0.733,-0.175,-0.522,-0.79,1.348,0.848,0.02,3
INCY,8866,0.041,4.186,0.091,0.046,-0.025,-0.237,0.305,-0.208,0.055,-0.674,0.051,0.005,-0.066,-0.278,0.264,-0.248,0.015,2
INDB,8287,-0.135,4.647,-0.628,-0.096,-0.045,-0.099,-0.61,0.472,0.468,-0.97,-0.494,0.039,0.089,0.036,-0.475,0.607,0.602,2
INDI,5308,0.133,9.313,-0.495,0.318,0.286,0.0,-0.635,-0.106,-1.353,-0.558,-0.628,0.186,0.153,-0.133,-0.768,-0.239,-1.485,2
INDV,3329,1.276,9.683,2.04,0.738,0.47,0.656,2.466,2.441,0.217,1.354,0.764,-0.538,-0.806,-0.62,1.19,1.165,-1.059,2
INMD,8780,-0.281,7.086,-0.436,-0.053,-0.215,-0.5,-0.542,-0.177,-0.05,-3.576,-0.155,0.228,0.066,-0.219,-0.26,0.105,0.231,2
INOD,4723,0.694,16.029,3.719,0.56,0.952,2.202,2.509,1.133,0.08,-2.416,3.026,-0.133,0.258,1.508,1.816,0.439,-0.614,3
INSM,8859,-0.041,7.705,1.448,-0.072,-0.697,-0.082,1.111,0.172,0.959,-4.53,1.489,-0.031,-0.656,-0.041,1.152,0.213,1.0,3
INTA,6919,-0.321,9.331,0.212,-0.777,-0.436,-0.59,-0.345,-0.067,-1.394,-1.521,0.533,-0.455,-0.114,-0.268,-0.024,0.254,-1.073,2
INTC,8867,-0.085,7.728,-0.05,0.034,-0.304,-0.027,-0.242,-0.276,0.269,-0.994,0.036,0.119,-0.219,0.059,-0.157,-0.191,0.354,2
INTR,3812,0.0,6.494,0.0,-0.121,-0.601,0.0,-0.521,-0.162,-0.021,-1.976,0.0,-0.121,-0.601,0.0,-0.521,-0.162,-0.021,2
INTU,8867,0.231,5.236,0.442,0.666,-0.061,-0.025,0.549,0.178,-0.289,-2.327,0.212,0.435,-0.292,-0.255,0.319,-0.053,-0.52,2
INVA,7778,-0.065,4.406,-0.487,-0.271,-0.079,0.147,-0.454,0.38,-0.927,-0.318,-0.421,-0.205,-0.014,0.213,-0.389,0.445,-0.862,2
IONS,8866,0.122,5.992,0.69,0.442,-0.068,-0.211,0.699,0.816,0.812,-0.667,0.568,0.32,-0.19,-0.333,0.577,0.694,0.69,2
IOSP,6822,-0.091,4.294,0.162,0.045,-0.164,-0.185,-0.323,0.664,-0.041,0.236,0.254,0.136,-0.073,-0.094,-0.232,0.756,0.05,2
IOT,8050,0.34,9.627,0.614,0.452,0.629,0.499,0.476,-0.763,0.785,-2.24,0.274,0.112,0.289,0.16,0.136,-1.103,0.445,2
IOVA,6152,-0.982,11.643,-0.447,-0.879,-1.259,-1.552,-0.933,0.0,-3.864,0.61,0.535,0.103,-0.277,-0.571,0.048,0.982,-2.882,3
IPAR,7757,0.133,5.061,0.412,-0.48,0.248,0.079,-0.056,-0.345,-0.112,-2.121,0.28,-0.613,0.115,-0.054,-0.189,-0.477,-0.245,2
IPGP,8806,-0.224,6.373,-0.099,0.151,0.111,-0.455,-0.174,-0.304,0.112,-2.039,0.125,0.374,0.334,-0.232,0.05,-0.08,0.336,2
IRDM,8866,-0.102,6.368,0.052,0.108,-0.027,-0.584,0.381,0.213,-0.109,-3.414,0.154,0.21,0.075,-0.482,0.483,0.315,-0.007,2
IREN,4858,0.851,16.761,-1.523,0.088,-0.308,-0.261,-0.028,1.928,1.24,-17.211,-2.375,-0.763,-1.159,-1.113,-0.879,1.077,0.389,0
IRON,5162,1.019,9.254,2.762,0.565,1.288,-0.34,2.614,0.733,2.511,2.105,1.743,-0.454,0.269,-1.359,1.595,-0.286,1.492,3
IRTC,8857,-0.086,8.61,0.846,0.018,0.527,-0.226,1.46,-0.205,-1.27,-2.062,0.932,0.104,0.613,-0.141,1.546,-0.119,-1.185,3
IRWD,5489,-0.149,5.788,-0.248,-0.246,-0.091,0.0,-0.74,-0.529,-0.511,-2.083,-0.099,-0.096,0.058,0.149,-0.591,-0.38,-0.362,2
ISRG,8867,0.117,4.737,-0.041,0.523,0.3,-0.154,0.809,-0.04,0.028,-2.99,-0.157,0.406,0.184,-0.271,0.693,-0.157,-0.089,2
ITRI,8808,-0.045,5.677,0.313,-0.124,0.0,-0.057,0.015,-0.729,0.093,-1.552,0.358,-0.079,0.045,-0.012,0.06,-0.685,0.137,2
ITW,8867,0.109,2.947,0.154,0.058,0.306,0.061,0.201,0.124,-0.062,-0.149,0.045,-0.051,0.197,-0.047,0.092,0.015,-0.17,2
JACK,8818,-0.579,7.166,-1.814,-0.22,-0.168,-0.422,-1.408,-1.268,0.15,-0.296,-1.235,0.359,0.41,0.157,-0.829,-0.689,0.729,0
JANX,4704,-0.74,13.297,-1.315,-0.764,-0.429,-0.127,-0.693,-0.861,-2.713,-0.989,-0.575,-0.024,0.311,0.613,0.047,-0.122,-1.973,1
JAZZ,8867,0.084,4.637,-0.008,0.496,0.099,-0.185,0.357,0.07,0.643,-1.134,-0.092,0.411,0.015,-0.27,0.272,-0.014,0.559,2
JBHT,8867,0.214,4.285,0.21,0.621,0.241,0.21,0.681,-0.105,0.302,-4.16,-0.004,0.407,0.028,-0.004,0.468,-0.318,0.088,2
JBLU,6914,-0.194,7.501,-0.124,0.202,0.12,-0.371,-0.163,-1.617,-0.858,-2.838,0.069,0.396,0.314,-0.177,0.031,-1.423,-0.664,2
JBSS,3754,-0.053,5.592,0.711,0.164,-0.809,-0.512,1.411,-2.474,0.437,-7.078,0.764,0.217,-0.756,-0.459,1.463,-2.422,0.49,3
JD,8867,-0.726,7.411,0.153,-0.84,-1.365,-0.774,0.0,0.104,-1.802,-5.765,0.879,-0.114,-0.64,-0.048,0.726,0.83,-1.076,3
JJSF,7371,-0.266,4.228,-0.003,-0.178,-0.551,-0.303,-0.204,0.022,0.084,-1.868,0.263,0.088,-0.285,-0.037,0.062,0.288,0.351,2
JKHY,8867,0.039,3.255,0.394,0.035,-0.165,0.137,0.225,0.205,-0.294,-1.29,0.355,-0.004,-0.204,0.098,0.186,0.166,-0.333,2
JNJ,8867,0.091,2.433,0.099,-0.064,-0.107,0.147,-0.162,0.484,0.09,-1.889,0.009,-0.155,-0.198,0.056,-0.252,0.393,-0.001,2
JPM,8867,0.593,3.453,0.669,0.516,0.23,0.387,0.625,0.452,1.362,0.03,0.076,-0.077,-0.363,-0.206,0.032,-0.141,0.769,2
KALU,6857,0.72,7.296,0.061,1.11,0.191,1.089,0.296,0.04,0.843,-0.021,-0.659,0.389,-0.53,0.369,-0.424,-0.68,0.123,2
KALV,3822,0.111,14.589,-2.015,0.0,0.282,0.261,-1.516,1.046,0.15,-10.065,-2.126,-0.111,0.171,0.15,-1.627,0.935,0.038,0
KDP,8867,0.15,2.958,0.313,0.209,0.15,0.058,0.32,0.344,0.273,0.326,0.164,0.059,0.0,-0.091,0.17,0.194,0.123,2
