ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
COR,5932,0.45,3.24,0.908,0.613,0.689,0.682,0.694,0.86,0.505,-0.19,0.458,0.163,0.239,0.232,0.244,0.409,0.054,0
CORT,8777,1.052,8.516,0.598,0.423,1.159,0.962,0.629,1.059,1.397,1.621,-0.454,-0.629,0.107,-0.09,-0.423,0.007,0.345,0
CORZ,4276,1.242,12.234,3.387,2.293,0.5,0.529,3.846,0.822,-1.789,-0.78,2.146,1.052,-0.742,-0.713,2.604,-0.42,-3.031,1
COST,8867,0.52,3.209,-0.063,0.674,0.592,0.717,0.225,0.02,-0.093,-1.098,-0.582,0.154,0.072,0.197,-0.295,-0.5,-0.613,0
COTY,6831,-0.395,5.69,0.22,-0.595,-0.699,-0.329,-0.094,-0.257,-1.193,-0.646,0.615,-0.2,-0.304,0.066,0.301,0.138,-0.798,0
COUR,8719,-0.741,7.553,-0.965,-0.792,-0.707,-0.629,-0.73,-1.522,-0.295,-5.84,-0.223,-0.05,0.034,0.112,0.011,-0.78,0.447,2
CP,8867,0.188,3.265,0.246,0.136,0.102,0.145,0.368,0.32,-0.861,-1.112,0.057,-0.052,-0.087,-0.043,0.179,0.131,-1.05,0
CPA,8839,0.519,4.84,0.369,0.905,1.077,0.469,0.725,0.254,0.782,-1.316,-0.15,0.387,0.558,-0.05,0.206,-0.265,0.263,0
CPAY,4084,0.037,4.667,0.183,-0.022,-0.123,-0.031,0.036,-0.378,-1.043,0.376,0.145,-0.059,-0.16,-0.068,-0.002,-0.416,-1.081,0
CPB,8867,-0.128,3.262,0.028,-0.103,-0.033,0.023,-0.051,-0.154,-0.289,-1.006,0.156,0.026,0.095,0.151,0.077,-0.026,-0.161,0
CPK,6130,0.275,3.749,0.708,0.462,0.272,0.206,0.514,-0.588,-0.246,-3.268,0.433,0.187,-0.003,-0.069,0.239,-0.864,-0.522,0
CPNG,8867,-0.403,7.015,-0.539,-0.53,-0.108,-0.22,-0.549,-0.027,-1.854,-1.088,-0.136,-0.127,0.295,0.183,-0.145,0.377,-1.45,2
CPRI,8867,-0.205,8.119,-0.236,-0.329,-0.493,0.364,-0.282,0.035,-0.449,-2.685,-0.031,-0.124,-0.287,0.569,-0.077,0.241,-0.244,2
CPRT,8867,0.165,3.641,-0.34,0.036,0.236,0.059,0.152,0.203,0.34,-3.194,-0.505,-0.129,0.07,-0.107,-0.013,0.038,0.175,0
CPRX,8236,0.386,6.814,1.054,0.674,0.298,0.439,1.021,0.224,0.192,-0.68,0.669,0.289,-0.088,0.053,0.636,-0.161,-0.193,0
CPT,8867,0.055,3.142,0.205,0.054,0.312,0.0,0.167,-0.087,0.565,-1.672,0.15,-0.0,0.257,-0.055,0.112,-0.142,0.51,0
CQP,6800,0.292,4.965,1.604,0.538,0.14,0.139,1.159,-0.729,0.644,-3.794,1.312,0.246,-0.152,-0.153,0.867,-1.021,0.352,1
CR,8802,0.573,4.601,0.664,0.627,0.633,0.419,0.542,-0.384,0.23,-0.677,0.091,0.053,0.059,-0.155,-0.032,-0.957,-0.344,0
CRAI,4187,0.701,7.212,1.148,0.0,0.83,0.778,-0.256,0.185,1.779,-5.575,0.448,-0.7,0.129,0.077,-0.957,-0.516,1.079,2
CRBG,6746,0.431,4.519,0.358,0.624,0.242,0.183,0.834,0.289,0.241,0.791,-0.073,0.193,-0.189,-0.249,0.403,-0.143,-0.191,0
CRC,8844,0.473,5.455,0.686,0.596,0.399,0.275,0.744,0.204,-0.109,0.876,0.213,0.124,-0.074,-0.197,0.272,-0.269,-0.582,0
CRDO,7620,1.056,12.175,1.029,-0.325,1.501,1.165,0.948,2.18,0.386,-3.31,-0.027,-1.38,0.446,0.109,-0.107,1.124,-0.67,3
CRGY,6795,0.321,7.73,0.346,0.494,1.003,0.583,0.455,0.981,2.077,-2.847,0.026,0.173,0.682,0.263,0.134,0.66,1.756,2
CRH,8848,0.292,4.166,-0.156,0.491,0.304,0.122,-0.25,0.084,0.218,-1.868,-0.448,0.2,0.012,-0.17,-0.542,-0.208,-0.074,0
CRI,8867,-0.046,5.315,0.91,0.08,-0.18,-0.486,0.243,-0.153,-0.103,-3.366,0.956,0.126,-0.134,-0.439,0.289,-0.107,-0.057,0
CRK,8866,0.286,8.77,0.293,-0.095,0.885,0.325,0.09,0.721,0.516,-0.734,0.007,-0.381,0.599,0.039,-0.196,0.435,0.23,2
CRL,8867,0.215,6.314,-0.223,0.763,0.734,0.048,0.577,-0.487,-0.264,-1.745,-0.438,0.548,0.519,-0.167,0.362,-0.701,-0.479,2
CRM,8867,0.219,5.222,0.871,0.052,0.091,-0.035,0.158,-0.214,0.545,-2.384,0.652,-0.167,-0.128,-0.254,-0.061,-0.433,0.326,0
CRMD,3482,0.826,11.629,-0.191,0.705,0.208,1.452,0.0,-0.237,-0.264,0.686,-1.017,-0.122,-0.619,0.625,-0.826,-1.064,-1.09,2
CRNC,7174,-1.322,11.69,-0.789,-1.455,-1.734,-1.409,-0.316,-2.256,-1.45,-1.33,0.533,-0.133,-0.412,-0.087,1.006,-0.934,-0.128,1
CRNX,7320,0.161,9.918,1.207,0.556,-0.257,-0.378,0.791,0.345,0.155,-5.62,1.046,0.395,-0.418,-0.539,0.63,0.184,-0.005,1
CROX,8867,0.231,7.456,0.679,0.231,0.18,-0.123,0.628,-0.462,0.787,-0.181,0.448,0.0,-0.051,-0.353,0.397,-0.693,0.556,0
CRS,8651,0.912,6.605,1.492,1.166,0.85,0.215,1.44,0.303,1.596,-2.376,0.581,0.254,-0.061,-0.696,0.529,-0.609,0.685,0
CRSP,8860,-1.092,8.436,-1.088,-1.03,-1.476,-1.259,-1.02,-1.8,0.456,-1.29,0.004,0.061,-0.385,-0.167,0.071,-0.709,1.548,1
CRSR,6699,-1.055,9.422,-0.748,-1.149,-1.724,-0.942,-1.125,-0.214,-3.247,-5.797,0.307,-0.094,-0.669,0.113,-0.07,0.841,-2.193,1
CRUS,8866,0.29,5.062,0.551,0.357,-0.106,0.605,0.722,-0.144,0.464,-2.089,0.261,0.067,-0.396,0.315,0.432,-0.434,0.174,0
CRVL,5717,0.213,5.922,0.534,0.255,0.706,-0.105,0.158,-0.795,1.587,-0.37,0.321,0.042,0.493,-0.318,-0.055,-1.008,1.375,0
CRWD,8867,0.716,8.309,1.797,0.727,0.351,0.764,0.79,0.348,0.011,-1.341,1.081,0.011,-0.365,0.048,0.074,-0.369,-0.705,0
CSCO,8867,0.379,3.541,0.814,0.514,0.353,0.249,0.863,0.498,0.342,-1.137,0.435,0.135,-0.027,-0.13,0.484,0.119,-0.037,0
CSGP,8867,-0.268,4.916,-0.13,-0.103,-0.336,-0.13,0.147,0.16,-1.111,-1.178,0.138,0.164,-0.069,0.137,0.414,0.428,-0.843,0
CSIQ,8842,-0.792,9.918,0.258,-0.391,-1.805,-1.623,0.083,-1.909,-0.382,-2.234,1.049,0.401,-1.014,-0.832,0.875,-1.117,0.409,1
CSL,8867,0.672,4.579,0.359,0.331,0.789,0.477,0.239,0.634,0.761,-3.333,-0.313,-0.341,0.117,-0.196,-0.434,-0.039,0.088,0
CSQ,4899,0.385,4.114,0.728,0.111,0.305,0.35,0.938,0.805,0.466,-2.176,0.343,-0.274,-0.08,-0.035,0.553,0.42,0.081,0
CSR,4526,0.02,5.316,-0.27,0.187,-0.192,0.352,0.16,-0.521,-0.263,-6.684,-0.29,0.167,-0.212,0.332,0.14,-0.541,-0.283,2
CSTL,6403,0.027,11.606,-0.075,-0.297,0.142,-1.189,-0.821,-1.715,2.214,-4.325,-0.102,-0.324,0.115,-1.216,-0.848,-1.741,2.187,2
CSTM,8670,0.417,6.034,0.206,0.806,0.421,0.434,0.437,-0.049,0.0,-2.136,-0.212,0.388,0.003,0.017,0.02,-0.467,-0.417,0
CSV,3318,0.745,8.341,-2.224,0.973,1.682,1.16,-1.043,-0.14,1.827,-4.998,-2.969,0.228,0.937,0.415,-1.788,-0.886,1.081,2
CSWC,6720,0.321,3.606,0.0,0.491,0.358,0.131,0.341,0.336,-0.257,-3.411,-0.321,0.17,0.038,-0.19,0.02,0.016,-0.578,0
CSX,8867,0.211,3.181,0.238,0.173,-0.116,0.0,0.132,0.203,-0.12,-0.572,0.027,-0.039,-0.327,-0.211,-0.079,-0.008,-0.332,0
CTAS,8867,0.378,3.198,0.285,0.63,0.497,0.456,0.496,0.287,0.322,-1.656,-0.093,0.252,0.119,0.079,0.118,-0.091,-0.056,0
CTKB,4214,-0.843,11.05,0.58,-2.241,-1.241,-0.213,-0.777,2.341,-3.604,-6.922,1.423,-1.398,-0.398,0.63,0.066,3.184,-2.761,3
CTO,3204,0.264,4.593,1.925,0.501,-0.057,-0.228,0.936,-0.639,0.055,-2.535,1.661,0.238,-0.321,-0.492,0.672,-0.903,-0.209,1
CTRE,8681,0.259,3.358,0.645,0.119,0.205,0.047,0.7,0.074,0.15,-2.789,0.386,-0.14,-0.054,-0.212,0.441,-0.185,-0.109,0
CTRI,3314,0.232,7.394,1.126,0.684,0.287,-0.384,1.065,-0.172,0.115,0.845,0.893,0.452,0.055,-0.617,0.833,-0.405,-0.117,1
CTRN,3907,-0.374,14.162,-0.394,-0.983,1.026,-0.685,0.452,1.336,-0.551,-5.163,-0.021,-0.609,1.4,-0.312,0.826,1.71,-0.178,3
CTS,5439,0.4,5.85,0.508,0.717,0.362,0.617,1.29,-0.165,0.665,-2.582,0.108,0.317,-0.038,0.217,0.89,-0.565,0.265,0
CTSH,8867,-0.127,4.236,-0.08,-0.36,-0.335,0.006,0.066,-0.049,0.568,-3.587,0.047,-0.233,-0.208,0.134,0.194,0.079,0.695,0
CTVA,8867,0.38,3.713,0.671,0.027,0.375,0.332,0.478,0.587,0.901,0.012,0.291,-0.353,-0.005,-0.048,0.098,0.207,0.521,0
CUBE,8867,0.074,3.599,-0.427,0.068,-0.15,0.214,-0.067,-0.39,0.0,-0.637,-0.501,-0.005,-0.224,0.14,-0.141,-0.464,-0.074,0
CUBI,8340,0.283,7.284,0.86,0.296,-0.657,0.346,0.574,0.302,-0.367,-2.669,0.577,0.013,-0.94,0.063,0.291,0.019,-0.65,0
CUZ,8867,0.051,3.981,0.872,0.227,-0.204,0.092,0.975,-0.43,-0.026,-1.854,0.822,0.177,-0.255,0.041,0.924,-0.481,-0.077,0
CVBF,8633,-0.049,4.628,0.291,0.044,-0.076,-0.035,0.149,0.209,-0.148,-1.586,0.34,0.093,-0.027,0.014,0.198,0.258,-0.098,0
CVCO,7593,0.679,6.267,0.334,0.812,0.383,0.877,-0.036,0.456,0.601,-1.383,-0.345,0.133,-0.296,0.198,-0.715,-0.223,-0.078,0
CVE,8867,0.655,5.785,1.228,0.751,0.684,0.875,0.507,0.727,1.179,-0.502,0.574,0.097,0.03,0.22,-0.148,0.072,0.524,0
CVGW,4221,-0.397,8.529,0.97,-0.442,-1.239,-0.079,0.832,-0.542,0.717,-1.763,1.367,-0.045,-0.843,0.318,1.228,-0.146,1.113,1
CVI,8823,0.367,7.866,0.155,0.217,0.664,0.242,-0.062,0.858,0.053,-3.166,-0.212,-0.15,0.297,-0.125,-0.429,0.491,-0.314,2
CVLT,8825,0.411,5.645,0.679,0.688,-0.123,0.027,1.181,0.065,0.282,-0.293,0.268,0.277,-0.534,-0.384,0.769,-0.346,-0.129,0
CVNA,7427,-0.189,12.578,-1.155,-0.634,-0.368,0.524,-1.178,-0.76,0.409,-2.341,-0.966,-0.445,-0.179,0.712,-0.989,-0.571,0.597,3
CVS,8867,0.292,4.376,0.0,0.259,0.497,0.407,0.555,0.272,0.166,-2.138,-0.292,-0.033,0.205,0.115,0.263,-0.02,-0.126,0
CVX,8867,0.369,3.661,0.461,0.58,0.268,0.322,0.328,0.026,1.44,-0.284,0.092,0.211,-0.101,-0.047,-0.041,-0.343,1.071,0
CW,8777,0.705,3.672,1.768,0.774,0.619,0.537,1.28,0.67,0.246,-2.644,1.063,0.068,-0.086,-0.168,0.575,-0.035,-0.46,0
CWAN,7366,0.166,5.784,-0.116,0.169,0.237,0.018,0.098,-0.077,0.156,-4.484,-0.282,0.003,0.071,-0.147,-0.067,-0.242,-0.01,2
CWEN,8864,0.036,4.37,0.193,0.0,0.14,0.045,-0.453,0.548,0.602,-4.613,0.156,-0.036,0.103,0.009,-0.49,0.512,0.565,2
CWH,8865,-0.557,7.768,-0.52,-0.609,-0.462,0.169,-1.056,-0.553,-0.439,-2.38,0.037,-0.052,0.095,0.726,-0.499,0.004,0.118,2
CWK,8849,0.364,6.269,0.644,0.231,-0.125,0.596,0.577,0.289,0.86,-5.097,0.28,-0.133,-0.489,0.232,0.213,-0.075,0.496,0
CWST,8748,0.266,3.845,0.048,0.402,0.446,0.189,0.509,-0.104,-0.41,-3.745,-0.218,0.136,0.18,-0.077,0.243,-0.37,-0.676,0
CWT,8408,-0.065,3.372,0.687,0.179,-0.108,-0.419,0.482,-0.173,-0.736,-3.532,0.752,0.244,-0.043,-0.354,0.547,-0.108,-0.671,0
CXM,7972,0.0,7.083,0.224,0.422,0.302,0.246,0.738,-0.112,-1.072,-3.306,0.224,0.422,0.302,0.246,0.738,-0.112,-1.072,0
CXT,5725,0.252,4.906,0.872,0.305,0.167,-0.019,0.942,0.05,-0.399,-0.142,0.62,0.053,-0.086,-0.272,0.689,-0.202,-0.652,0
CXW,8134,0.232,6.964,0.161,0.708,0.207,-0.094,0.232,-0.509,-0.591,-1.747,-0.071,0.475,-0.025,-0.327,-0.0,-0.741,-0.823,0
CYRX,6423,0.222,10.961,0.86,-0.156,0.515,0.031,1.639,-0.979,-0.889,-3.279,0.638,-0.378,0.293,-0.191,1.417,-1.201,-1.111,1
CYTK,8851,-0.082,9.044,0.741,0.341,0.135,-0.157,0.574,0.25,0.595,-1.545,0.823,0.423,0.216,-0.075,0.656,0.331,0.676,1
CZR,8867,-0.3,6.84,0.181,-0.109,-1.114,-0.902,0.184,-1.213,0.072,-4.214,0.48,0.191,-0.814,-0.602,0.484,-0.914,0.372,1
D,8867,0.086,3.134,0.171,0.306,0.083,0.056,0.426,0.079,-0.345,-1.04,0.086,0.22,-0.003,-0.03,0.341,-0.007,-0.43,0
DAC,7500,0.549,5.074,0.958,0.485,0.391,0.64,0.885,-0.304,0.071,-1.028,0.41,-0.064,-0.157,0.091,0.337,-0.853,-0.477,0
DAKT,3621,0.836,9.362,1.136,0.561,1.29,0.454,1.024,3.029,-0.25,-2.914,0.301,-0.275,0.454,-0.382,0.188,2.193,-1.086,2
DAL,8867,0.374,5.67,-0.206,0.212,0.395,0.884,0.17,-0.199,0.984,-0.429,-0.58,-0.161,0.021,0.51,-0.204,-0.573,0.61,0
DAN,8817,0.272,6.975,0.557,0.0,0.142,0.162,0.646,0.049,1.402,-1.51,0.285,-0.272,-0.13,-0.111,0.373,-0.224,1.129,0
DAR,8867,0.255,5.629,-0.917,0.307,0.573,-0.026,-0.875,0.66,0.254,-3.321,-1.172,0.052,0.318,-0.282,-1.131,0.405,-0.002,2
DASH,8867,0.354,7.271,0.748,0.081,0.224,-0.297,0.929,0.188,0.526,-2.823,0.394,-0.273,-0.13,-0.651,0.575,-0.166,0.172,0
DAVE,4551,1.353,18.728,-0.519,1.568,1.889,1.079,0.701,0.889,1.688,-17.536,-1.872,0.215,0.536,-0.274,-0.652,-0.464,0.335,2
DB,8862,0.714,5.391,0.827,0.761,0.504,0.534,0.963,0.728,0.087,-0.308,0.113,0.047,-0.21,-0.18,0.249,0.013,-0.627,0
DBD,4485,0.962,9.339,1.487,0.955,0.646,0.934,-0.552,0.752,2.095,-4.701,0.526,-0.007,-0.315,-0.028,-1.513,-0.209,1.134,2
DBI,6872,-0.266,9.728,-0.266,0.472,-0.168,-1.307,0.434,-0.415,-0.315,-2.817,0.0,0.738,0.098,-1.041,0.7,-0.149,-0.049,1
DBRG,8855,0.0,7.441,0.128,0.13,0.0,-0.068,0.13,-0.288,-0.065,-4.217,0.128,0.13,0.0,-0.068,0.13,-0.288,-0.065,0
DBX,8867,0.331,4.558,0.741,0.28,0.491,0.3,0.491,1.003,0.88,-3.373,0.41,-0.051,0.16,-0.032,0.159,0.672,0.548,0
DCI,8859,0.278,3.074,0.698,0.56,0.382,0.025,0.832,0.136,0.107,-0.181,0.42,0.282,0.104,-0.253,0.555,-0.142,-0.171,0
DCO,3448,1.399,6.522,2.177,2.147,1.351,0.814,3.525,0.928,1.162,-2.243,0.779,0.748,-0.048,-0.585,2.127,-0.47,-0.236,1
DCOM,4250,0.055,7.591,-0.381,0.12,0.0,0.115,-0.665,0.436,0.608,-3.213,-0.436,0.064,-0.055,0.06,-0.72,0.381,0.553,2
DD,8867,0.122,4.237,0.739,0.085,0.076,-0.152,0.941,0.385,0.011,1.38,0.617,-0.037,-0.046,-0.274,0.819,0.263,-0.111,0
DDD,4199,-2.072,8.858,-3.732,-1.081,-1.448,-1.266,-2.909,-0.845,-3.824,-0.98,-1.66,0.991,0.624,0.806,-0.837,1.227,-1.752,2
DDOG,8867,0.435,8.085,0.857,0.0,0.608,0.491,0.927,0.154,-0.366,-0.154,0.422,-0.435,0.173,0.056,0.491,-0.281,-0.802,0
DDS,8806,0.682,6.885,0.458,1.042,0.236,0.424,0.712,0.929,-0.347,-1.989,-0.224,0.36,-0.446,-0.258,0.031,0.247,-1.029,0
DE,8867,0.28,4.123,0.925,0.342,0.297,0.05,0.099,0.314,1.027,-2.581,0.645,0.062,0.017,-0.23,-0.181,0.034,0.747,0
DEA,8639,-0.243,3.559,-0.077,-0.093,-0.417,-0.377,0.094,-0.374,0.0,0.043,0.166,0.15,-0.174,-0.134,0.337,-0.131,0.243,0
DECK,8867,0.555,5.798,0.313,0.441,0.925,0.722,0.215,1.056,-0.127,-1.479,-0.242,-0.114,0.37,0.167,-0.34,0.501,-0.682,2
DEI,8863,-0.279,4.807,0.535,-0.312,-0.114,-0.24,0.6,-0.134,-0.187,-2.233,0.814,-0.033,0.164,0.039,0.879,0.145,0.091,0
DELL,8867,0.903,7.544,0.605,1.473,1.552,0.651,0.394,1.058,0.159,-3.035,-0.297,0.57,0.649,-0.252,-0.509,0.155,-0.744,2
DFH,6100,-0.841,9.73,-0.49,-0.849,-1.298,-1.239,-0.57,-2.498,-3.694,-5.918,0.351,-0.008,-0.457,-0.398,0.272,-1.657,-2.853,1
DFIN,7296,0.719,6.617,0.815,0.701,0.694,0.238,0.841,2.222,0.663,-2.516,0.096,-0.018,-0.025,-0.481,0.122,1.503,-0.056,0
DG,8867,-0.088,5.081,-0.153,-0.05,-0.424,-0.177,0.042,-0.145,0.804,-1.879,-0.065,0.038,-0.336,-0.089,0.13,-0.057,0.892,0
DGII,5555,0.819,7.058,0.944,1.209,1.376,0.77,0.593,1.027,1.122,-4.409,0.125,0.39,0.557,-0.049,-0.226,0.209,0.303,2
DGX,8867,0.214,3.108,0.043,0.36,0.432,-0.019,0.242,0.015,-0.669,-2.561,-0.171,0.146,0.218,-0.233,0.029,-0.199,-0.883,0
DHI,8867,0.12,4.743,0.141,0.294,0.249,-0.401,0.206,0.232,-0.502,-1.356,0.022,0.174,0.13,-0.521,0.087,0.113,-0.621,0
DHR,8867,0.036,3.954,0.385,0.035,0.172,0.062,0.424,0.468,0.11,-0.469,0.349,-0.002,0.135,0.025,0.388,0.432,0.074,0
DHT,8763,0.393,5.4,0.682,-0.446,0.75,0.673,0.367,0.902,0.999,-2.093,0.289,-0.839,0.358,0.28,-0.026,0.509,0.606,0
DIN,8642,-0.288,6.034,1.194,0.062,-0.274,-0.894,0.644,-0.455,0.889,-2.286,1.482,0.35,0.015,-0.606,0.932,-0.167,1.177,1
DINO,7638,0.389,5.504,0.979,0.146,0.194,-0.03,0.311,0.33,1.209,-0.168,0.59,-0.243,-0.195,-0.419,-0.078,-0.059,0.82,0
DIOD,8790,0.078,6.591,0.062,0.154,-0.273,0.378,0.859,-0.313,0.232,-1.886,-0.016,0.076,-0.351,0.3,0.781,-0.392,0.153,0
DIS,8867,-0.182,4.178,-0.063,-0.371,-0.623,-0.148,0.062,-0.081,0.747,-2.199,0.119,-0.189,-0.441,0.035,0.244,0.101,0.929,0
DJT,4077,-2.214,13.575,-3.75,-2.481,-0.586,-0.69,-2.13,-0.164,-3.619,-4.861,-1.536,-0.267,1.628,1.524,0.084,2.051,-1.404,3
DK,8863,0.068,7.648,-0.263,-0.265,1.029,0.347,-0.496,-1.249,0.053,-2.31,-0.331,-0.333,0.961,0.279,-0.564,-1.317,-0.015,2
DKNG,8867,0.058,8.876,-0.223,0.353,0.04,0.015,-0.374,0.807,0.445,-3.747,-0.281,0.295,-0.018,-0.043,-0.432,0.748,0.387,2
DKS,8867,0.257,5.824,1.664,0.393,-0.033,0.117,1.136,0.489,0.808,2.599,1.407,0.137,-0.29,-0.139,0.879,0.232,0.551,0
DLB,8864,-0.274,3.48,0.399,-0.236,-0.586,-0.504,0.483,-0.506,0.562,-1.393,0.673,0.039,-0.312,-0.23,0.758,-0.232,0.837,0
DLO,8640,-0.44,10.209,1.046,-0.202,-1.162,-1.414,0.68,-1.329,-0.182,-4.841,1.486,0.238,-0.722,-0.974,1.119,-0.889,0.258,1
DLR,8867,0.209,4.005,0.119,0.301,0.353,0.323,0.317,-0.283,0.498,-1.103,-0.09,0.092,0.144,0.113,0.108,-0.492,0.289,0
DLTR,8867,0.221,5.608,-0.315,0.17,0.563,0.161,-0.423,0.045,0.493,0.268,-0.535,-0.05,0.342,-0.059,-0.643,-0.176,0.273,2
DLX,4993,-0.419,7.109,-0.565,-0.405,-0.213,-0.548,0.25,-0.212,-0.51,-3.526,-0.146,0.014,0.206,-0.129,0.669,0.207,-0.09,0
DNA,8302,-2.147,14.136,-1.163,-1.276,-1.761,-4.33,-0.404,-3.306,-1.428,-12.748,0.984,0.87,0.386,-2.183,1.743,-1.159,0.719,1
DNLI,8836,-0.512,8.165,-0.058,-0.477,-1.398,-1.485,0.246,-0.386,0.319,-3.736,0.454,0.035,-0.886,-0.973,0.758,0.126,0.831,1
DNOW,7812,0.316,7.031,0.844,0.449,0.159,0.071,1.371,-0.117,1.477,-3.358,0.528,0.133,-0.157,-0.245,1.055,-0.433,1.161,1
DNTH,3069,1.796,12.043,2.623,1.857,1.768,2.889,1.203,3.182,-2.413,-1.447,0.827,0.061,-0.028,1.093,-0.593,1.386,-4.208,2
DNUT,6421,-0.457,6.605,-0.757,0.0,-0.221,-0.581,-0.756,-0.099,-1.687,-1.113,-0.3,0.457,0.236,-0.124,-0.3,0.358,-1.23,2
DOC,8860,-0.055,4.862,0.259,0.045,-0.21,-0.114,0.351,-0.161,0.113,-0.966,0.314,0.101,-0.155,-0.059,0.406,-0.106,0.169,0
DOCN,8867,0.238,10.125,0.79,0.149,0.577,0.129,2.113,0.401,0.175,-3.697,0.553,-0.089,0.339,-0.109,1.875,0.163,-0.063,1
DOCS,8867,-0.246,9.181,0.053,0.017,-0.539,-0.408,-0.419,-0.861,-2.606,-5.065,0.299,0.263,-0.294,-0.163,-0.174,-0.616,-2.361,1
DOCU,8867,-0.275,8.078,-0.288,-0.074,-0.095,-0.385,0.014,-0.165,-0.188,-4.588,-0.014,0.201,0.18,-0.11,0.289,0.11,0.087,2
DOLE,6545,-0.067,4.596,0.806,-0.342,-0.448,-0.075,0.717,0.339,0.821,-1.347,0.872,-0.275,-0.381,-0.008,0.784,0.406,0.888,0
DOMO,5528,-1.378,11.966,0.0,-2.133,-1.349,-0.693,-2.446,-0.81,-4.691,-4.947,1.378,-0.755,0.03,0.685,-1.068,0.568,-3.313,3
DORM,7354,-0.072,5.018,0.052,-0.04,-0.128,0.082,0.316,-0.337,1.452,-1.607,0.125,0.033,-0.056,0.155,0.388,-0.264,1.524,0
DOV,8867,0.258,3.346,0.017,0.198,0.215,0.032,0.415,0.121,0.312,0.324,-0.241,-0.059,-0.043,-0.226,0.157,-0.137,0.054,0
DOW,8867,-0.194,4.729,-0.21,0.087,-0.439,-0.241,-0.125,0.217,-1.052,-2.751,-0.016,0.281,-0.246,-0.047,0.069,0.411,-0.858,0
DOX,8867,0.012,2.797,0.146,-0.024,-0.18,-0.146,0.032,0.132,0.594,-3.035,0.135,-0.035,-0.192,-0.157,0.021,0.12,0.583,0
DPZ,8867,-0.15,4.047,0.014,-0.041,-0.154,-0.406,0.084,-0.133,0.053,-2.163,0.164,0.108,-0.004,-0.257,0.234,0.016,0.203,0
DRH,8810,0.118,4.508,1.032,0.0,-0.253,0.109,0.847,0.814,-0.312,-2.591,0.914,-0.118,-0.371,-0.009,0.729,0.696,-0.43,0
DRI,8867,0.058,3.62,0.748,0.212,-0.101,-0.222,0.782,0.192,0.39,0.037,0.69,0.153,-0.159,-0.28,0.723,0.134,0.332,0
DRS,6169,0.737,5.042,1.509,0.944,0.724,0.072,1.499,0.591,2.282,1.213,0.772,0.207,-0.013,-0.665,0.762,-0.146,1.545,0
DRVN,8502,0.036,6.087,0.751,0.123,0.284,-0.82,1.372,-0.683,1.736,-0.285,0.715,0.088,0.248,-0.856,1.336,-0.719,1.7,1
DSGX,8236,0.103,4.375,0.388,0.202,0.529,-0.079,0.363,-0.191,0.318,0.038,0.284,0.099,0.426,-0.182,0.26,-0.295,0.215,0
DT,8867,0.229,5.613,1.065,0.28,0.0,0.0,0.405,-0.474,-0.832,-2.074,0.836,0.051,-0.229,-0.229,0.177,-0.703,-1.061,0
DTE,8867,0.194,2.631,0.1,0.37,0.229,0.257,0.199,0.137,0.067,0.077,-0.093,0.176,0.035,0.063,0.006,-0.057,-0.127,0
DTM,8864,0.725,3.501,1.042,0.777,0.482,0.649,0.542,1.137,0.388,-1.64,0.317,0.052,-0.242,-0.076,-0.182,0.413,-0.337,0
DUK,8867,0.171,2.519,0.148,0.29,0.185,0.133,0.154,0.326,0.721,-1.831,-0.023,0.119,0.014,-0.039,-0.018,0.155,0.55,0
DUOL,8740,-0.253,9.262,0.288,-0.915,-0.517,-0.553,0.071,0.756,-1.808,-5.41,0.541,-0.663,-0.264,-0.301,0.324,1.009,-1.556,1
DV,8797,0.07,7.131,0.478,-0.29,-0.362,-0.233,0.209,-0.799,0.035,-1.812,0.408,-0.361,-0.432,-0.303,0.138,-0.869,-0.035,0
DVA,8867,0.314,5.322,1.137,0.352,0.325,-0.041,0.571,0.274,0.564,-0.25,0.823,0.038,0.011,-0.355,0.258,-0.04,0.25,0
DVN,8867,0.409,5.832,0.559,0.241,0.685,0.491,0.333,-0.028,1.697,-0.549,0.15,-0.168,0.276,0.082,-0.076,-0.437,1.288,0
DX,8813,0.0,3.412,0.229,0.081,0.076,0.127,0.093,0.32,-0.809,-1.852,0.229,0.081,0.076,0.127,0.093,0.32,-0.809,0
DXC,8865,0.087,6.364,1.749,0.205,-0.263,-0.457,1.28,-0.706,0.357,-2.97,1.663,0.119,-0.35,-0.544,1.193,-0.793,0.27,1
DXCM,8867,0.146,6.425,0.309,0.627,0.159,-0.239,0.68,0.03,1.159,-2.279,0.162,0.481,0.013,-0.385,0.534,-0.116,1.013,0
DXPE,4015,1.805,9.242,1.642,1.453,1.623,1.268,1.721,1.675,1.527,-1.319,-0.163,-0.352,-0.181,-0.536,-0.084,-0.13,-0.278,0
DXYZ,3434,-1.999,18.19,1.779,-2.31,-0.947,-1.308,0.903,0.736,-2.833,0.588,3.777,-0.312,1.051,0.691,2.902,2.735,-0.834,1
DY,8845,0.622,5.946,0.445,0.562,0.596,0.49,0.669,1.281,0.51,0.051,-0.178,-0.061,-0.026,-0.132,0.047,0.658,-0.113,0
DYN,5904,0.218,12.985,-0.997,0.462,0.041,-0.057,-0.704,-0.759,1.784,-4.571,-1.215,0.244,-0.177,-0.275,-0.922,-0.977,1.566,2
