ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
MCK,8867,0.576,3.424,1.186,0.772,0.583,0.365,1.056,0.583,1.168,-0.433,0.61,0.196,0.007,-0.211,0.48,0.007,0.593,2
MCO,8867,0.272,3.672,0.013,0.494,0.218,0.135,0.159,0.422,0.116,-5.377,-0.259,0.222,-0.054,-0.137,-0.113,0.15,-0.156,0
MDB,8867,0.203,9.891,0.775,0.583,0.927,0.527,0.406,0.687,-0.286,-1.534,0.572,0.38,0.724,0.324,0.203,0.484,-0.489,0
MDLZ,8867,0.141,2.727,0.137,0.207,0.192,0.266,0.163,0.45,0.427,-0.952,-0.004,0.066,0.051,0.125,0.022,0.309,0.285,0
MDT,8867,-0.133,3.052,-0.132,-0.113,-0.118,-0.078,-0.393,-0.042,0.058,-1.81,0.001,0.02,0.015,0.055,-0.26,0.091,0.192,0
MET,8867,0.528,3.542,0.594,0.412,0.505,0.209,0.856,0.481,0.865,-0.728,0.066,-0.116,-0.023,-0.319,0.328,-0.047,0.337,2
META,7827,0.611,87.606,0.332,0.648,0.595,0.857,0.882,0.706,1.517,-1.341,-0.278,0.037,-0.015,0.247,0.272,0.096,0.906,3
MGM,8867,0.156,5.454,-0.042,0.339,0.679,-0.026,-0.118,-0.031,-0.309,-2.13,-0.198,0.183,0.523,-0.182,-0.274,-0.188,-0.465,0
MHK,8867,-0.424,5.596,-0.109,-0.139,-0.085,-0.411,0.134,-0.902,-0.68,-2.971,0.316,0.285,0.339,0.014,0.559,-0.477,-0.256,1
MKC,8867,-0.148,3.552,-0.331,-0.48,0.116,0.065,-0.473,-0.207,-0.218,-1.023,-0.183,-0.332,0.264,0.213,-0.325,-0.059,-0.071,0
MKTX,8867,-0.416,5.243,-0.644,-0.429,-0.506,-0.474,-0.387,-0.018,-0.182,-4.012,-0.228,-0.013,-0.09,-0.058,0.028,0.398,0.234,0
MLM,8867,0.216,3.61,0.231,0.249,0.546,0.029,0.559,0.288,-0.292,-0.757,0.016,0.033,0.33,-0.187,0.343,0.072,-0.508,2
MMC,7936,0.413,2.626,0.281,0.484,0.561,0.394,-0.178,0.405,0.074,-2.545,-0.131,0.071,0.148,-0.018,-0.59,-0.007,-0.339,0
MMM,8867,-0.118,3.831,-0.061,-0.143,0.054,-0.138,0.289,-0.126,0.873,-1.282,0.058,-0.025,0.172,-0.02,0.407,-0.008,0.991,2
MNDY,8817,-0.297,10.258,0.308,-0.297,-0.526,-0.974,-0.723,-0.26,-0.047,-8.61,0.606,0.0,-0.229,-0.676,-0.425,0.037,0.251,1
MNST,8867,0.358,3.237,-0.022,0.586,0.476,0.396,-0.022,-0.144,-0.02,-0.84,-0.38,0.228,0.118,0.038,-0.38,-0.503,-0.378,0
MO,8867,0.288,3.026,0.597,0.418,0.02,0.353,0.283,0.165,0.433,-0.788,0.309,0.129,-0.268,0.065,-0.005,-0.124,0.144,2
MOH,8867,0.253,5.744,-0.335,0.118,0.232,-0.18,-0.1,0.154,0.926,-1.61,-0.588,-0.135,-0.02,-0.432,-0.353,-0.098,0.674,0
MOS,8867,0.111,5.857,0.071,0.199,0.384,0.0,0.058,0.156,-0.258,-1.862,-0.04,0.088,0.273,-0.111,-0.053,0.045,-0.369,0
MPC,8867,0.821,4.75,0.925,0.503,0.731,0.934,1.009,0.372,1.684,1.448,0.104,-0.318,-0.09,0.113,0.188,-0.449,0.863,2
MPWR,8867,0.741,6.89,0.651,1.265,0.561,0.638,1.393,0.166,1.109,-5.365,-0.09,0.524,-0.179,-0.102,0.653,-0.575,0.369,2
MRK,8867,0.104,3.516,-0.06,0.15,0.249,0.249,0.078,0.191,-0.406,-1.055,-0.165,0.046,0.145,0.145,-0.027,0.087,-0.51,0
MRNA,8867,-0.327,9.887,-1.176,0.193,-0.494,-0.477,-1.061,-0.331,-2.063,-4.828,-0.849,0.52,-0.167,-0.15,-0.734,-0.004,-1.736,0
MRO,5963,0.59,5.954,1.027,0.564,-0.274,0.698,0.799,0.081,0.945,-0.253,0.437,-0.026,-0.864,0.108,0.209,-0.509,0.355,2
MRVL,8867,0.715,8.376,1.083,1.315,0.157,0.277,1.197,-1.022,-0.074,-4.478,0.368,0.599,-0.559,-0.439,0.481,-1.737,-0.789,1
MS,8867,0.44,4.121,0.319,0.599,0.69,0.361,0.741,0.469,0.141,-0.636,-0.121,0.159,0.25,-0.079,0.301,0.029,-0.299,2
MSCI,8867,0.108,4.165,0.321,0.296,-0.129,-0.418,0.061,0.594,-0.313,-1.316,0.213,0.188,-0.237,-0.526,-0.047,0.486,-0.422,2
MSFT,8867,0.368,3.731,-0.095,0.365,0.459,0.208,0.535,0.461,0.202,-3.453,-0.463,-0.004,0.091,-0.161,0.167,0.093,-0.166,0
MSI,8867,0.558,3.137,0.202,0.625,0.372,0.534,1.164,0.608,0.545,-0.472,-0.356,0.068,-0.186,-0.024,0.606,0.05,-0.013,2
MTB,8867,0.286,4.131,0.148,0.219,0.375,0.347,0.088,0.072,0.376,-2.356,-0.138,-0.067,0.089,0.061,-0.198,-0.214,0.09,0
MTCH,8867,-0.291,5.851,-0.03,-0.322,-0.248,-0.51,-0.28,-0.776,0.34,-1.692,0.261,-0.031,0.043,-0.219,0.012,-0.484,0.632,2
MTD,8852,0.263,4.458,0.445,0.613,0.372,-0.218,0.975,0.731,0.603,-1.672,0.182,0.35,0.109,-0.482,0.712,0.468,0.339,2
MTDR,8867,0.39,6.658,1.11,0.233,0.47,0.258,0.707,0.633,0.469,-3.446,0.72,-0.157,0.08,-0.132,0.316,0.243,0.079,2
MU,8867,0.57,8.018,0.043,0.418,0.632,0.393,0.452,0.932,1.735,-2.325,-0.527,-0.152,0.063,-0.177,-0.117,0.363,1.165,0
NCLH,8867,0.0,7.828,0.127,-0.149,0.301,0.491,-0.052,0.255,-1.182,-6.062,0.127,-0.149,0.301,0.491,-0.052,0.255,-1.182,0
NDAQ,8867,0.331,3.411,0.046,0.423,0.525,0.095,0.33,0.733,0.386,-1.241,-0.284,0.092,0.194,-0.236,-0.0,0.402,0.056,0
NDSN,8864,0.274,3.329,0.272,0.572,0.338,0.004,0.295,0.285,0.097,-1.352,-0.002,0.298,0.064,-0.27,0.021,0.011,-0.177,2
NEE,8867,0.401,3.723,-0.083,0.317,0.445,0.166,0.19,0.709,0.779,0.581,-0.484,-0.084,0.044,-0.235,-0.211,0.308,0.378,0
NEM,8867,0.313,5.431,0.125,0.182,0.803,0.624,0.245,0.542,0.288,-1.851,-0.188,-0.132,0.49,0.311,-0.068,0.229,-0.025,0
NET,8867,0.651,10.051,1.583,0.373,0.506,1.097,1.335,0.173,0.246,-6.636,0.933,-0.278,-0.145,0.446,0.684,-0.478,-0.405,1
NFLX,8867,0.172,6.337,0.103,-0.12,0.411,-0.143,0.0,0.068,-0.84,-0.454,-0.07,-0.292,0.238,-0.315,-0.172,-0.105,-1.012,0
NI,8867,0.401,2.728,0.843,0.811,0.492,0.22,1.082,0.075,1.464,0.0,0.442,0.41,0.091,-0.181,0.681,-0.326,1.063,2
NIO,6503,-1.342,9.926,-1.064,-0.93,-1.364,-2.268,-1.218,-2.729,-0.077,-8.729,0.278,0.412,-0.022,-0.927,0.123,-1.387,1.265,1
NKE,8867,-0.448,4.853,-0.888,-0.158,-0.493,-0.405,-0.84,-0.295,-0.466,-4.277,-0.44,0.29,-0.045,0.043,-0.392,0.153,-0.019,0
NOC,8867,0.302,3.584,0.649,0.27,0.474,0.273,0.418,0.411,0.466,-0.237,0.347,-0.032,0.172,-0.029,0.116,0.109,0.164,2
NOV,8867,0.098,6.005,0.566,0.8,-0.053,-0.371,0.972,0.107,-0.015,-1.446,0.468,0.701,-0.151,-0.469,0.873,0.009,-0.113,2
NOW,8867,0.204,6.027,0.808,0.226,-0.056,0.069,0.756,0.048,-0.058,-1.139,0.603,0.022,-0.26,-0.136,0.551,-0.156,-0.263,2
NRG,8867,0.646,5.524,1.005,0.595,0.457,0.773,0.997,1.333,0.464,-0.051,0.358,-0.051,-0.189,0.127,0.351,0.686,-0.182,2
NSC,8867,0.144,3.431,0.053,0.267,0.116,-0.024,-0.103,0.464,-0.258,-0.528,-0.091,0.123,-0.028,-0.168,-0.246,0.32,-0.402,0
NTAP,8867,0.386,5.046,0.026,0.485,0.365,0.447,0.465,0.12,0.289,0.478,-0.36,0.099,-0.021,0.061,0.079,-0.266,-0.098,0
NTES,8867,0.156,5.607,0.859,0.209,0.259,-0.044,0.504,0.278,-0.358,-2.991,0.704,0.053,0.103,-0.2,0.349,0.123,-0.513,1
NTRS,8867,0.331,3.885,0.055,0.483,0.276,-0.043,0.701,0.379,0.897,-0.109,-0.277,0.152,-0.055,-0.374,0.369,0.047,0.565,2
NUE,8867,0.55,5.508,0.091,0.523,0.633,0.417,-0.416,-0.018,-0.808,-1.604,-0.458,-0.027,0.083,-0.133,-0.966,-0.568,-1.358,0
NVDA,8867,1.184,6.957,0.789,1.628,0.776,1.114,1.256,0.58,1.484,-1.607,-0.395,0.444,-0.408,-0.069,0.072,-0.604,0.3,2
NVR,8867,0.119,3.514,0.09,0.279,-0.019,-0.217,-0.171,0.094,0.764,-1.752,-0.029,0.16,-0.138,-0.336,-0.29,-0.025,0.645,2
NWL,7545,-0.579,7.122,-0.93,-0.354,-0.232,-0.508,-0.442,0.0,-0.036,-3.715,-0.351,0.225,0.347,0.071,0.137,0.579,0.543,0
NWS,8734,0.259,3.776,-0.031,0.304,0.405,0.074,0.057,-0.017,0.227,-1.154,-0.29,0.044,0.146,-0.186,-0.202,-0.277,-0.033,0
NWSA,8867,0.189,3.695,0.236,0.386,0.419,0.099,0.039,0.285,0.265,-1.971,0.047,0.196,0.229,-0.091,-0.151,0.096,0.076,0
NXPI,8867,0.078,5.389,0.424,0.382,0.106,-0.148,0.697,0.062,0.421,-0.728,0.346,0.304,0.029,-0.226,0.62,-0.016,0.343,2
O,8867,0.075,2.658,-0.051,-0.076,0.155,0.228,-0.164,-0.12,0.314,-1.706,-0.126,-0.151,0.08,0.153,-0.239,-0.195,0.239,0
ODFL,8867,0.239,5.034,-0.185,0.552,0.283,0.457,0.041,0.015,-0.121,-0.43,-0.424,0.313,0.044,0.218,-0.198,-0.224,-0.361,0
OKE,8867,0.517,4.134,1.028,0.572,0.227,0.469,1.023,0.359,0.641,-2.333,0.511,0.054,-0.29,-0.048,0.506,-0.159,0.124,2
OKTA,8867,-0.099,8.231,0.686,-0.021,-0.261,-0.334,0.747,-1.241,-0.992,-1.629,0.785,0.078,-0.162,-0.235,0.846,-1.142,-0.893,1
OMC,8867,0.156,3.879,0.093,0.531,0.327,-0.082,0.666,0.235,-0.069,-2.544,-0.062,0.375,0.171,-0.238,0.51,0.079,-0.225,2
ON,8867,0.252,7.266,0.135,1.027,0.027,0.67,0.448,0.523,0.708,-3.812,-0.117,0.775,-0.225,0.418,0.196,0.271,0.456,2
ORCL,8867,0.198,6.203,0.125,-0.08,0.397,0.074,-0.078,0.513,0.191,-1.744,-0.073,-0.277,0.199,-0.124,-0.275,0.316,-0.007,0
ORLY,8867,0.409,3.195,1.15,0.355,0.331,0.219,0.776,0.58,0.477,-0.892,0.741,-0.054,-0.078,-0.189,0.367,0.171,0.069,2
OTIS,8867,0.135,2.961,-0.039,0.264,0.278,0.11,0.027,0.314,0.051,-1.229,-0.174,0.129,0.143,-0.025,-0.107,0.179,-0.084,0
OXY,8867,0.205,5.467,0.586,0.146,0.457,0.419,0.575,0.061,0.451,-3.632,0.382,-0.058,0.252,0.214,0.37,-0.143,0.246,0
PANW,8867,0.733,5.997,1.352,0.91,1.102,0.61,1.134,0.718,1.149,-1.574,0.619,0.176,0.369,-0.124,0.4,-0.015,0.416,2
PARA,6062,-0.092,6.84,0.128,0.485,-0.189,0.0,1.094,0.0,0.205,-0.218,0.22,0.577,-0.097,0.092,1.186,0.092,0.297,2
PATH,8867,-0.565,8.555,1.141,-0.806,-1.079,-0.81,0.38,-1.18,-2.318,-3.282,1.706,-0.241,-0.514,-0.245,0.945,-0.615,-1.753,1
PAYC,8867,-0.106,6.291,0.306,-0.161,0.219,0.218,0.318,-0.799,-0.638,-3.207,0.411,-0.055,0.325,0.323,0.424,-0.694,-0.532,1
PAYX,8867,0.168,3.235,0.0,0.029,0.351,0.177,-0.068,0.007,0.414,-0.884,-0.168,-0.14,0.183,0.009,-0.236,-0.161,0.246,0
PCAR,8867,0.342,3.478,0.901,0.391,-0.113,0.258,0.949,0.455,-0.055,-1.145,0.559,0.049,-0.455,-0.084,0.607,0.113,-0.397,2
PCG,8867,0.411,3.842,0.509,0.467,0.374,0.12,0.443,0.404,0.0,-1.624,0.098,0.056,-0.037,-0.291,0.033,-0.007,-0.411,2
PDD,8867,-0.054,9.465,0.919,-0.251,-0.028,-0.852,0.782,-0.084,-0.162,-1.325,0.973,-0.197,0.026,-0.798,0.836,-0.03,-0.108,1
PEAK,4678,-0.415,3.709,-1.064,-0.972,-0.115,0.06,-1.041,-0.28,-0.704,-1.837,-0.649,-0.557,0.299,0.474,-0.626,0.135,-0.289,0
PEG,8867,0.207,2.845,0.191,0.306,0.18,0.132,0.447,-0.161,0.211,-1.013,-0.016,0.099,-0.027,-0.075,0.241,-0.368,0.005,2
PENN,8867,-0.227,6.911,1.204,0.162,-0.551,-1.022,1.246,-1.022,-2.7,-5.847,1.431,0.389,-0.324,-0.796,1.473,-0.795,-2.473,1
PEP,8867,-0.012,2.55,0.053,0.018,-0.014,-0.026,-0.064,-0.002,0.286,-1.453,0.065,0.03,-0.002,-0.014,-0.051,0.01,0.299,0
PFE,8867,-0.209,3.582,-0.287,-0.355,-0.273,-0.589,-0.162,-0.578,0.123,-1.309,-0.079,-0.146,-0.064,-0.381,0.047,-0.369,0.331,2
PFG,8867,0.528,3.752,0.644,0.761,0.806,0.446,0.888,0.671,0.35,-2.198,0.116,0.233,0.278,-0.082,0.36,0.143,-0.178,2
PG,8867,0.221,2.423,0.335,0.197,0.194,0.348,-0.253,0.483,0.334,-0.513,0.114,-0.023,-0.027,0.127,-0.474,0.263,0.113,0
PGR,8867,0.447,3.271,0.646,0.606,0.432,0.373,0.34,0.398,0.533,-0.139,0.199,0.159,-0.015,-0.074,-0.107,-0.049,0.086,2
PH,8867,0.609,3.848,0.712,0.898,0.44,0.492,1.028,1.024,1.336,0.527,0.102,0.289,-0.169,-0.117,0.419,0.414,0.726,2
PHM,8867,0.329,4.563,0.19,0.41,0.575,-0.108,0.261,0.193,0.448,-2.169,-0.138,0.081,0.246,-0.436,-0.068,-0.135,0.12,0
PKG,8867,0.357,3.404,0.892,0.466,0.131,0.141,0.86,0.307,0.701,-0.527,0.534,0.109,-0.226,-0.216,0.502,-0.05,0.344,2
PLD,8867,0.347,3.826,-0.319,0.727,0.703,0.171,0.068,0.684,-0.363,-1.369,-0.666,0.38,0.356,-0.177,-0.279,0.336,-0.711,0
PLTR,8867,0.683,9.582,-0.186,1.185,1.164,0.674,0.304,0.15,0.364,-5.592,-0.869,0.502,0.481,-0.009,-0.378,-0.533,-0.319,0
PM,8867,0.339,3.357,0.34,0.293,0.385,0.257,0.58,0.507,0.597,-0.929,0.001,-0.045,0.046,-0.081,0.241,0.169,0.258,2
PNC,8867,0.242,3.854,0.198,0.085,0.601,0.241,0.352,0.17,0.822,-1.142,-0.044,-0.158,0.358,-0.001,0.109,-0.073,0.58,0
PNR,8867,0.151,3.929,0.074,0.299,-0.07,-0.326,0.18,-0.22,0.588,0.16,-0.076,0.149,-0.22,-0.476,0.03,-0.37,0.437,2
PNW,8867,0.27,2.839,-0.075,0.27,0.346,0.261,-0.022,0.294,0.479,0.248,-0.344,0.0,0.076,-0.009,-0.291,0.025,0.21,0
PODD,8867,-0.119,5.809,0.217,-0.075,-0.248,-0.049,-0.136,-0.256,0.782,-1.971,0.335,0.044,-0.129,0.07,-0.017,-0.137,0.901,2
POOL,8867,-0.358,4.726,0.108,-0.006,-0.668,-0.725,0.093,-1.077,0.546,-0.764,0.466,0.352,-0.31,-0.368,0.451,-0.719,0.904,2
PPG,8867,-0.056,3.741,-0.044,-0.221,-0.069,-0.234,-0.396,0.046,-0.383,-0.44,0.012,-0.165,-0.013,-0.178,-0.34,0.102,-0.327,0
PPL,8867,0.293,2.715,0.033,0.314,0.333,0.431,0.043,0.229,0.344,-2.246,-0.26,0.021,0.04,0.138,-0.25,-0.064,0.051,0
PRU,8867,0.314,3.618,0.308,0.451,0.23,0.084,0.486,0.227,1.002,-0.655,-0.006,0.137,-0.084,-0.23,0.172,-0.088,0.688,2
PSA,8867,0.155,3.413,-0.187,0.211,0.27,0.205,0.013,-0.176,0.444,-0.141,-0.342,0.056,0.115,0.049,-0.143,-0.332,0.289,0
PSX,8867,0.543,4.925,0.415,0.463,0.69,0.693,0.402,0.875,0.971,-1.107,-0.128,-0.08,0.147,0.151,-0.141,0.332,0.428,0
PTC,8867,0.06,4.156,0.551,0.124,0.016,-0.149,0.546,-0.515,0.465,-1.091,0.491,0.064,-0.044,-0.209,0.486,-0.575,0.405,2
PWR,8867,0.961,4.579,1.461,1.239,1.0,0.585,1.144,0.717,-0.217,-0.673,0.5,0.278,0.039,-0.376,0.183,-0.243,-1.178,2
PXD,4979,0.381,4.851,1.418,0.166,0.213,0.286,0.615,0.741,0.167,-2.784,1.036,-0.216,-0.168,-0.096,0.233,0.36,-0.214,2
PYPL,8867,-0.325,5.965,-0.446,0.057,0.022,-0.142,-0.339,-0.417,-0.574,-0.592,-0.121,0.382,0.346,0.183,-0.014,-0.093,-0.249,0
QCOM,8867,0.012,5.755,0.1,0.066,-0.374,-0.222,-0.161,0.251,0.107,-3.919,0.087,0.053,-0.386,-0.235,-0.173,0.238,0.095,1
QRVO,8867,-0.065,5.458,0.32,0.011,-0.397,-0.072,0.356,-0.697,0.718,-1.632,0.384,0.076,-0.332,-0.007,0.421,-0.632,0.782,2
RACE,8866,0.417,4.153,0.16,0.342,0.568,0.435,0.161,0.341,0.143,-1.039,-0.256,-0.075,0.152,0.018,-0.256,-0.076,-0.274,0
RBLX,8867,0.31,9.324,-0.19,0.526,0.181,0.263,0.049,0.06,-0.489,-10.088,-0.5,0.216,-0.129,-0.047,-0.261,-0.249,-0.799,1
RCL,8867,0.725,6.718,0.742,0.139,0.944,0.862,0.364,1.269,0.09,-0.02,0.017,-0.586,0.219,0.137,-0.362,0.544,-0.635,0
RE,3533,0.378,3.771,1.007,0.676,0.236,0.326,1.08,0.345,2.059,0.861,0.629,0.298,-0.142,-0.051,0.702,-0.033,1.681,2
REG,8867,0.224,2.918,0.763,0.422,0.224,-0.034,0.59,0.343,0.323,-0.486,0.539,0.198,0.001,-0.258,0.366,0.119,0.099,2
REGN,8867,0.239,4.357,0.292,0.329,0.162,0.047,0.436,0.386,-0.357,-1.526,0.052,0.09,-0.078,-0.192,0.196,0.146,-0.597,2
RF,8867,0.405,4.373,0.0,0.475,0.259,0.132,0.089,0.776,-0.16,-2.523,-0.405,0.069,-0.146,-0.273,-0.317,0.371,-0.565,0
RGLD,8867,0.231,4.575,0.318,-0.233,0.389,0.453,0.178,0.64,0.326,-1.384,0.087,-0.464,0.158,0.222,-0.054,0.409,0.094,0
RIG,3577,0.166,6.955,0.737,-0.175,-0.236,0.96,1.305,0.486,-0.341,2.574,0.572,-0.341,-0.402,0.794,1.14,0.32,-0.507,2
RIVN,8227,-0.785,10.804,-1.352,-0.383,-0.652,-0.347,-0.611,0.135,1.1,-7.358,-0.567,0.403,0.133,0.438,0.174,0.92,1.886,0
RJF,8867,0.476,4.013,0.566,0.372,0.418,0.355,0.544,0.428,0.979,-3.413,0.09,-0.103,-0.058,-0.12,0.068,-0.048,0.504,2
RL,8867,0.375,4.994,0.497,0.482,0.722,0.122,0.762,-0.305,1.341,-3.266,0.123,0.107,0.348,-0.253,0.387,-0.679,0.966,2
RMD,8867,0.078,4.273,0.237,0.172,-0.107,-0.287,0.373,-0.065,0.927,-1.49,0.159,0.094,-0.185,-0.365,0.295,-0.143,0.849,2
ROK,8867,0.258,4.289,0.281,0.585,0.332,0.132,0.438,0.313,0.283,-3.251,0.023,0.327,0.074,-0.126,0.18,0.055,0.025,2
ROKU,8867,-0.2,9.212,-0.516,0.238,-0.564,-0.014,-1.067,-0.388,0.349,-1.114,-0.316,0.438,-0.364,0.187,-0.867,-0.188,0.55,0
ROL,8867,0.203,3.548,0.405,0.141,0.31,0.085,0.085,0.443,1.133,0.45,0.202,-0.062,0.107,-0.118,-0.118,0.24,0.93,2
ROP,8867,0.067,3.066,0.384,0.175,0.153,-0.106,0.66,0.016,-0.05,-2.115,0.318,0.109,0.086,-0.173,0.593,-0.05,-0.116,2
ROST,8867,0.329,3.955,-0.268,0.427,0.449,0.45,0.131,0.667,0.137,-1.46,-0.598,0.097,0.12,0.121,-0.199,0.337,-0.192,0
RSG,8867,0.303,2.463,0.627,0.144,0.125,0.346,0.468,0.122,0.401,-0.873,0.324,-0.16,-0.178,0.043,0.164,-0.181,0.097,2
RTX,8867,0.358,3.36,0.667,0.48,0.45,0.566,0.782,0.369,0.824,-1.305,0.309,0.122,0.092,0.208,0.425,0.011,0.466,2
RVTY,5583,0.035,4.723,1.077,0.072,0.357,-0.043,0.728,-0.401,1.007,-0.55,1.042,0.037,0.322,-0.079,0.693,-0.436,0.972,2
SATS,7150,0.441,11.807,0.431,0.58,0.556,0.566,0.646,0.664,-1.123,-4.075,-0.01,0.139,0.115,0.125,0.205,0.223,-1.564,0
SBAC,8867,-0.24,4.152,-0.147,-0.077,-0.238,-0.269,0.13,-0.346,-0.364,-0.594,0.093,0.162,0.002,-0.029,0.37,-0.106,-0.124,2
SBUX,8867,0.084,4.232,0.37,0.282,0.082,0.038,0.222,0.569,0.617,-2.148,0.286,0.198,-0.002,-0.046,0.138,0.485,0.533,2
SCHW,8867,0.293,4.662,-0.068,0.525,0.283,-0.066,0.476,0.361,0.295,-3.05,-0.36,0.232,-0.01,-0.358,0.183,0.069,0.002,2
SEE,8342,-0.055,4.45,0.144,-0.193,-0.123,-0.12,0.144,-0.301,0.143,-4.017,0.199,-0.137,-0.068,-0.064,0.199,-0.245,0.198,1
SEMR,4700,0.084,12.007,-1.2,0.245,0.084,-0.093,-0.085,-0.623,0.084,-1.593,-1.284,0.161,0.0,-0.177,-0.169,-0.707,-0.0,0
SHOP,8867,-0.052,9.039,0.343,0.339,0.855,-0.103,0.033,-0.103,-0.359,-9.861,0.395,0.391,0.907,-0.051,0.085,-0.051,-0.307,1
SHW,8867,0.159,3.611,-0.138,0.058,0.134,0.094,-0.315,-0.095,1.214,0.235,-0.297,-0.1,-0.025,-0.065,-0.474,-0.254,1.055,0
SJM,8867,0.106,3.435,0.459,0.171,0.39,0.253,0.578,0.015,1.116,-1.261,0.353,0.064,0.284,0.147,0.472,-0.091,1.01,2
SLB,8867,0.148,5.488,0.213,0.276,0.284,-0.152,0.022,-0.416,-0.156,-0.969,0.066,0.128,0.136,-0.3,-0.125,-0.563,-0.304,2
SMCI,7144,0.836,13.784,1.094,0.675,1.403,0.424,1.419,1.032,-0.691,-5.388,0.258,-0.161,0.567,-0.412,0.583,0.196,-1.527,1
SNA,8867,0.359,3.065,1.105,0.528,0.501,-0.144,1.243,0.26,-0.662,-2.653,0.746,0.169,0.142,-0.503,0.884,-0.099,-1.021,1
SNOW,8867,0.32,8.54,0.902,0.266,0.007,0.15,-0.165,-0.145,0.048,-4.386,0.582,-0.054,-0.313,-0.17,-0.484,-0.465,-0.272,1
SNPS,8867,0.279,5.465,-0.187,0.456,-0.439,0.521,-0.076,0.575,1.062,0.44,-0.466,0.177,-0.719,0.242,-0.356,0.296,0.782,2
SO,8867,0.324,2.54,0.375,0.429,0.445,0.343,0.674,0.393,0.09,0.236,0.052,0.106,0.121,0.02,0.35,0.069,-0.233,2
SOFI,8539,0.12,9.394,-0.156,0.773,0.889,0.611,-0.186,0.897,-0.569,-0.921,-0.276,0.653,0.769,0.491,-0.306,0.777,-0.689,0
SOLV,4056,-0.03,4.468,0.286,-0.376,0.067,0.173,-0.161,-0.932,-2.447,1.061,0.316,-0.346,0.097,0.203,-0.131,-0.902,-2.416,0
SPG,8867,0.396,3.614,0.629,0.504,0.166,0.272,0.522,0.469,-0.134,-1.306,0.234,0.108,-0.23,-0.124,0.126,0.073,-0.529,2
SPGI,8867,0.262,3.525,-0.082,0.468,0.516,0.228,0.352,0.195,0.295,-1.095,-0.344,0.206,0.255,-0.034,0.091,-0.067,0.034,0
SPOT,8867,0.35,6.379,-0.305,0.29,0.393,0.131,-0.111,0.329,0.687,-1.282,-0.655,-0.061,0.043,-0.22,-0.461,-0.022,0.337,0
SPT,8791,-0.487,9.286,0.053,-0.144,-0.283,-1.168,-0.499,-0.908,0.683,-7.81,0.54,0.343,0.204,-0.681,-0.012,-0.421,1.17,1
SQ,6216,-0.449,8.69,-0.304,-0.343,-0.593,-0.468,-0.155,-1.504,-1.081,0.149,0.145,0.106,-0.144,-0.02,0.294,-1.055,-0.632,1
SRE,8867,0.242,3.19,0.525,0.288,0.218,0.251,0.731,0.379,0.466,-0.482,0.283,0.046,-0.025,0.009,0.489,0.137,0.224,2
STE,8867,0.123,3.589,0.69,0.197,0.124,-0.081,0.567,0.163,0.13,-1.185,0.567,0.074,0.001,-0.204,0.444,0.04,0.007,2
STLD,8867,0.757,5.428,0.377,1.312,0.882,0.466,0.66,0.779,0.611,-1.103,-0.38,0.555,0.125,-0.291,-0.097,0.022,-0.146,2
STT,8867,0.747,4.219,0.686,0.949,0.822,0.647,0.58,0.425,1.257,-2.504,-0.061,0.202,0.075,-0.1,-0.167,-0.322,0.51,2
STX,8867,0.905,6.835,0.684,0.844,0.662,0.61,0.741,0.856,1.057,-2.525,-0.221,-0.06,-0.243,-0.295,-0.163,-0.049,0.152,2
STZ,8867,-0.109,3.341,-0.135,-0.004,0.009,-0.203,-0.068,0.006,0.005,-3.447,-0.025,0.105,0.118,-0.093,0.041,0.115,0.114,0
SW,3590,-0.111,5.828,0.592,-0.247,0.99,-0.564,-0.182,-0.409,0.707,1.516,0.703,-0.136,1.1,-0.453,-0.072,-0.298,0.818,0
SWK,8867,-0.32,5.285,0.625,-0.035,-0.517,-0.346,0.746,0.215,0.09,-1.123,0.945,0.284,-0.197,-0.026,1.066,0.535,0.409,2
SWKS,8867,-0.262,5.24,0.023,-0.337,-0.508,-0.232,-0.215,-0.23,0.009,-0.595,0.285,-0.075,-0.246,0.03,0.048,0.032,0.272,2
SYF,8867,0.403,4.952,0.709,0.401,0.613,0.403,0.723,0.818,1.356,-2.109,0.306,-0.002,0.211,-0.0,0.32,0.415,0.954,2
SYK,8867,0.108,3.474,0.132,0.232,0.211,0.06,0.155,-0.021,0.479,-0.425,0.024,0.123,0.103,-0.048,0.047,-0.13,0.371,2
SYY,8867,0.116,3.226,0.314,0.31,0.224,0.086,0.16,0.403,0.418,-1.364,0.199,0.194,0.108,-0.03,0.044,0.287,0.302,2
T,8867,0.077,3.68,0.262,0.043,0.104,0.145,0.384,0.0,-0.068,-0.107,0.185,-0.034,0.027,0.068,0.307,-0.077,-0.146,2
TAP,8864,-0.256,3.552,0.146,-0.282,-0.118,-0.257,-0.382,-0.366,-0.385,-1.526,0.402,-0.027,0.138,-0.002,-0.126,-0.11,-0.13,0
TDG,8867,0.457,3.828,0.81,0.537,0.303,0.504,0.904,0.083,0.914,-1.107,0.353,0.08,-0.154,0.047,0.447,-0.374,0.458,2
TDY,8866,0.367,3.245,0.331,0.386,0.24,0.212,0.338,0.661,-0.012,-1.695,-0.036,0.019,-0.127,-0.155,-0.03,0.294,-0.379,2
